Group,Country,Value,Key
Star Wars: X-Wing Miniatures Game,Finland,6.91,7
Star Wars: X-Wing Miniatures Game,France,7.44,9
Star Wars: X-Wing Miniatures Game,Germany,8.04,50
Star Wars: X-Wing Miniatures Game,Greece,8.86,7
Star Wars: X-Wing Miniatures Game,Guatemala,9,1
Star Wars: X-Wing Miniatures Game,Hungary,6.4,5
Star Wars: X-Wing Miniatures Game,Iceland,9,1
Star Wars: X-Wing Miniatures Game,Indonesia,9,1
Star Wars: X-Wing Miniatures Game,Ireland,8.4,5
Star Wars: X-Wing Miniatures Game,Israel,5.4,3
Star Wars: X-Wing Miniatures Game,Italy,7.18,14
Star Wars: X-Wing Miniatures Game,Japan,6,3
Star Wars: X-Wing Miniatures Game,Latvia,8,1
Star Wars: X-Wing Miniatures Game,Lithuania,7.67,6
Star Wars: X-Wing Miniatures Game,Luxembourg,8,1
Star Wars: X-Wing Miniatures Game,Malaysia,9.1,3
Star Wars: X-Wing Miniatures Game,Mexico,7.83,3
Star Wars: X-Wing Miniatures Game,Netherlands,8.55,6
Star Wars: X-Wing Miniatures Game,New Zealand,7.23,5
Star Wars: X-Wing Miniatures Game,Norway,7.7,5
Star Wars: X-Wing Miniatures Game,Philippines,10,1
Star Wars: X-Wing Miniatures Game,Poland,7.78,28
Star Wars: X-Wing Miniatures Game,Portugal,7.83,6
Star Wars: X-Wing Miniatures Game,Romania,8,1
Star Wars: X-Wing Miniatures Game,Russia,7.5,2
Star Wars: X-Wing Miniatures Game,Saudi Arabia,9,1
Star Wars: X-Wing Miniatures Game,Republic of Serbia,6.9,2
Star Wars: X-Wing Miniatures Game,Slovenia,10,3
Star Wars: X-Wing Miniatures Game,South Africa,7.75,4
Star Wars: X-Wing Miniatures Game,South Korea,7.42,6
Star Wars: X-Wing Miniatures Game,Spain,8.09,67
Star Wars: X-Wing Miniatures Game,Sweden,6.81,21
Star Wars: X-Wing Miniatures Game,Switzerland,6.38,4
Star Wars: X-Wing Miniatures Game,Taiwan,7.67,3
Star Wars: X-Wing Miniatures Game,Thailand,8.5,2
Star Wars: X-Wing Miniatures Game,Turkey,9,2
Star Wars: X-Wing Miniatures Game,Ukraine,7.25,2
Star Wars: X-Wing Miniatures Game,USA,8.05,573
Star Wars: X-Wing Miniatures Game,Uruguay,8,1
Star Wars: X-Wing Miniatures Game,Vietnam,2.5,1
Stone Age,Argentina,8.22,20
Stone Age,Australia,7.84,69
Stone Age,Austria,8.74,17
Stone Age,Azerbaijan,7,1
Stone Age,Belarus,9,1
Stone Age,Belgium,8.02,47
Stone Age,Brazil,8.51,82
Stone Age,Brunei,8,1
Stone Age,Bulgaria,8.79,7
Stone Age,Canada,8.12,232
Stone Age,Chile,8.57,12
Stone Age,China,8.02,26
Stone Age,Colombia,7.88,4
Stone Age,Croatia,7.25,2
Stone Age,Czech Republic,8.21,19
Stone Age,Denmark,8.21,20
Stone Age,Ecuador,9,1
Stone Age,England,8.28,13
Stone Age,Estonia,6.4,5
Stone Age,Finland,7.95,31
Stone Age,France,8.32,41
Stone Age,Germany,8.1,182
Stone Age,Greece,8.4,43
Stone Age,Guatemala,9,1
Stone Age,Honduras,8.6,1
Stone Age,Hungary,8.83,18
Stone Age,Iceland,8.5,4
Stone Age,India,8.2,5
Stone Age,Indonesia,8,3
Stone Age,Iran,10,1
Stone Age,Ireland,7.94,8
Stone Age,Israel,8.38,13
Stone Age,Italy,7.98,67
Stone Age,Japan,7.12,27
Stone Age,Kenya,8,1
Stone Age,Latvia,8.5,10
Stone Age,Lithuania,7.8,10
Stone Age,Luxembourg,7.27,3
Stone Age,Malaysia,7.99,8
Stone Age,Mexico,9.06,12
Stone Age,Moldova,9.5,3
Stone Age,Netherlands,7.96,46
Stone Age,New Zealand,7.68,19
Stone Age,Norway,8.09,19
Stone Age,Paraguay,8,1
Stone Age,Peru,7.63,4
Stone Age,Philippines,8.08,6
Stone Age,Poland,8.27,103
Stone Age,Portugal,8.46,23
Stone Age,Qatar,7.6,1
Stone Age,Romania,8.78,18
Stone Age,Russia,7.84,19
Stone Age,Republic of Serbia,8.25,6
Stone Age,Slovakia,8.61,5
Stone Age,Slovenia,9.1,5
Stone Age,South Africa,8.5,4
Stone Age,South Korea,7.92,33
Stone Age,Spain,8.34,142
Stone Age,Sri Lanka,7,1
Stone Age,Sweden,7.64,45
Stone Age,Switzerland,8.13,12
Stone Age,Taiwan,8.33,35
Stone Age,Thailand,7.16,12
Stone Age,Ukraine,8.65,11
Stone Age,USA,8.08,1172
Stone Age,Uruguay,9,2
Stone Age,Venezuela,10,2
Stone Age,Vietnam,7.42,3
Stratego,Argentina,5.83,3
Stratego,Australia,6.22,34
Stratego,Austria,7,1
Stratego,The Bahamas,7,1
Stratego,Belgium,5.63,19
Stratego,Bolivia,7,1
Stratego,Brazil,6.07,33
Stratego,Bulgaria,7,1
Stratego,Canada,6.39,92
Stratego,Chile,5.38,4
Stratego,Colombia,7.75,2
Stratego,Czech Republic,5.47,3
Stratego,Denmark,4.71,7
Stratego,England,6,1
Stratego,Estonia,5,3
Stratego,Finland,6.13,4
Stratego,France,5.58,5
Stratego,Germany,6.24,57
Stratego,Greece,6.94,18
Stratego,Guatemala,8,1
Stratego,Hungary,7.47,3
Stratego,India,6.2,1
Stratego,Ireland,7.1,5
Stratego,Israel,6.17,3
Stratego,Italy,6.6,30
Stratego,Latvia,7,1
Stratego,Lithuania,6,1
Stratego,Mexico,6.82,9
Stratego,Netherlands,6.42,44
Stratego,New Zealand,6.26,5
Stratego,Norway,5.56,16
Stratego,Peru,8,1
Stratego,Poland,6.41,11
Stratego,Portugal,6.6,5
Stratego,Qatar,8,1
Stratego,Russia,6,2
Stratego,Republic of Serbia,7.75,4
Stratego,Slovenia,4,1
Stratego,South Africa,7,1
Stratego,South Korea,6.57,7
Stratego,Spain,7.2,41
Stratego,Sweden,6.14,22
Stratego,Switzerland,6.32,7
Stratego,USA,6.26,811
Suburbia,Argentina,7.56,5
Suburbia,Australia,7.66,25
Suburbia,Austria,7.33,3
Suburbia,Belarus,7,1
Suburbia,Belgium,8.07,7
Suburbia,Brazil,8.66,26
Suburbia,Bulgaria,8,2
Suburbia,Canada,8.06,87
Suburbia,Chile,7.2,1
Suburbia,China,7.38,6
Suburbia,Czech Republic,7,6
Suburbia,Denmark,6.6,5
Suburbia,England,7.57,7
Suburbia,Estonia,8.5,2
Suburbia,Finland,8.43,7
Suburbia,France,7.61,9
Suburbia,Germany,7.5,45
Suburbia,Greece,8.21,7
Suburbia,Hungary,8.75,2
Suburbia,Iceland,8.5,1
Suburbia,India,9.5,1
Suburbia,Indonesia,6.5,1
Suburbia,Ireland,8.08,6
Suburbia,Israel,7.67,3
Suburbia,Italy,7.14,29
Suburbia,Japan,6.17,9
Suburbia,Latvia,7.25,4
Suburbia,Lithuania,7,4
Suburbia,Malaysia,8.5,2
Suburbia,Mexico,8.17,3
Suburbia,Netherlands,7.76,12
Suburbia,New Zealand,6.75,4
Suburbia,Norway,7.72,5
Suburbia,Philippines,8.18,5
Suburbia,Poland,7.74,35
Suburbia,Portugal,8.8,3
Suburbia,Qatar,7.2,1
Suburbia,Romania,8.57,5
Suburbia,Russia,7.5,6
Suburbia,Republic of Serbia,7,1
Suburbia,Slovakia,6,1
Suburbia,South Africa,9.5,2
Suburbia,South Korea,7.33,9
Suburbia,Spain,7.71,20
Suburbia,Sweden,7.28,16
Suburbia,Switzerland,7.5,4
Suburbia,Taiwan,7.71,9
Suburbia,Thailand,9,1
Suburbia,Ukraine,8,2
Suburbia,USA,7.84,502
Suburbia,Venezuela,7.5,2
Suburbia,Vietnam,7.77,1
Survive: Escape from Atlantis!,Argentina,7.68,6
Survive: Escape from Atlantis!,Australia,7.76,50
Survive: Escape from Atlantis!,Austria,6,1
Survive: Escape from Atlantis!,Belarus,8,1
Survive: Escape from Atlantis!,Belgium,8.38,10
Survive: Escape from Atlantis!,Brazil,8,32
Survive: Escape from Atlantis!,Bulgaria,10,1
Survive: Escape from Atlantis!,Canada,7.79,134
Survive: Escape from Atlantis!,Chile,7.88,8
Survive: Escape from Atlantis!,China,7.15,8
Survive: Escape from Atlantis!,Colombia,8.13,4
Survive: Escape from Atlantis!,Croatia,8,2
Survive: Escape from Atlantis!,Czech Republic,7,1
Survive: Escape from Atlantis!,Denmark,8,1
Survive: Escape from Atlantis!,England,7,2
Survive: Escape from Atlantis!,Finland,6.67,6
Survive: Escape from Atlantis!,France,8.03,14
Survive: Escape from Atlantis!,Germany,6.49,20
Survive: Escape from Atlantis!,Greece,7.36,9
Survive: Escape from Atlantis!,Honduras,8.3,1
Survive: Escape from Atlantis!,Hungary,5,1
Survive: Escape from Atlantis!,Indonesia,8.33,3
Survive: Escape from Atlantis!,Ireland,8.33,6
Survive: Escape from Atlantis!,Israel,8.17,3
Survive: Escape from Atlantis!,Italy,7.37,18
Survive: Escape from Atlantis!,Japan,6.93,15
Survive: Escape from Atlantis!,Latvia,6.33,3
Survive: Escape from Atlantis!,Lithuania,8,3
Survive: Escape from Atlantis!,Luxembourg,8.05,2
Survive: Escape from Atlantis!,Malaysia,7.83,3
Survive: Escape from Atlantis!,Mexico,8.45,11
Survive: Escape from Atlantis!,Netherlands,7.07,7
Survive: Escape from Atlantis!,New Zealand,8.18,6
Survive: Escape from Atlantis!,Norway,6.8,5
Survive: Escape from Atlantis!,Peru,7,1
Survive: Escape from Atlantis!,Philippines,8,2
Survive: Escape from Atlantis!,Poland,8.67,6
Survive: Escape from Atlantis!,Portugal,7.75,4
Survive: Escape from Atlantis!,Romania,8.33,3
Survive: Escape from Atlantis!,Russia,7.33,6
Survive: Escape from Atlantis!,Saudi Arabia,7.5,2
Survive: Escape from Atlantis!,Slovakia,10,1
Survive: Escape from Atlantis!,South Africa,8,1
Survive: Escape from Atlantis!,South Korea,7.45,10
Survive: Escape from Atlantis!,Spain,7.97,100
Survive: Escape from Atlantis!,Sweden,7.55,11
Survive: Escape from Atlantis!,Switzerland,7,1
Survive: Escape from Atlantis!,Taiwan,8.16,9
Survive: Escape from Atlantis!,Thailand,7.08,10
Survive: Escape from Atlantis!,Ukraine,8.33,3
Survive: Escape from Atlantis!,USA,7.55,684
Survive: Escape from Atlantis!,Uruguay,9,1
Survive: Escape from Atlantis!,Venezuela,8,1
Survive: Escape from Atlantis!,Vietnam,5,1
Sushi Go!,Argentina,7.55,15
Sushi Go!,Australia,7.43,54
Sushi Go!,Austria,7.64,7
Sushi Go!,Belarus,6,1
Sushi Go!,Belgium,5.75,6
Sushi Go!,Brazil,7.94,25
Sushi Go!,Bulgaria,9.5,1
Sushi Go!,Canada,7.45,134
Sushi Go!,Chile,5.96,8
Sushi Go!,China,7.13,8
Sushi Go!,Colombia,7.17,3
Sushi Go!,Czech Republic,8,1
Sushi Go!,Denmark,6.92,5
Sushi Go!,England,8.2,5
Sushi Go!,Finland,7.5,4
Sushi Go!,France,7.41,9
Sushi Go!,Germany,7.21,26
Sushi Go!,Greece,6.93,7
Sushi Go!,Hungary,7.2,5
Sushi Go!,Iceland,8,1
Sushi Go!,India,7.83,3
Sushi Go!,Indonesia,10,1
Sushi Go!,Iran,5,1
Sushi Go!,Ireland,8.48,4
Sushi Go!,Israel,7.26,5
Sushi Go!,Italy,7.49,19
Sushi Go!,Japan,6.25,8
Sushi Go!,Latvia,6.67,3
Sushi Go!,Lithuania,7.5,2
Sushi Go!,Luxembourg,9,1
Sushi Go!,Malaysia,7.75,4
Sushi Go!,Mexico,7.73,10
Sushi Go!,Netherlands,7.09,21
Sushi Go!,New Zealand,6.94,7
Sushi Go!,Norway,6.63,4
Sushi Go!,Peru,8,2
Sushi Go!,Philippines,7.37,6
Sushi Go!,Poland,7.09,16
Sushi Go!,Portugal,7.53,15
Sushi Go!,Romania,8.48,2
Sushi Go!,Russia,7.5,2
Sushi Go!,Republic of Serbia,7.3,5
Sushi Go!,Slovakia,10,1
Sushi Go!,Slovenia,8,1
Sushi Go!,South Africa,7.92,6
Sushi Go!,South Korea,7.42,12
Sushi Go!,Spain,7.41,76
Sushi Go!,Sweden,6.59,17
Sushi Go!,Switzerland,6.63,4
Sushi Go!,Taiwan,7.59,7
Sushi Go!,Thailand,7.4,5
Sushi Go!,Turkey,7.5,1
Sushi Go!,Uganda,7,1
Sushi Go!,Ukraine,6,1
Sushi Go!,USA,7.49,705
Sushi Go!,Uruguay,8.75,2
Sushi Go!,Venezuela,7,2
Sushi Go!,Vietnam,7.25,2
Taboo,Argentina,6.33,3
Taboo,Australia,6.56,32
Taboo,Austria,5.42,6
Taboo,Belgium,5.83,9
Taboo,Brazil,7.75,8
Taboo,Brunei,8,1
Taboo,Bulgaria,5.75,2
Taboo,Canada,6.47,86
Taboo,Chile,7,2
Taboo,China,8,1
Taboo,Croatia,5.4,2
Taboo,Denmark,5.5,2
Taboo,Finland,6.03,3
Taboo,France,6.63,9
Taboo,Germany,6.73,68
Taboo,Greece,6.68,27
Taboo,Hungary,6.25,4
Taboo,India,8,3
Taboo,Ireland,5.5,2
Taboo,Israel,8,1
Taboo,Italy,6.65,33
Taboo,Japan,6.67,3
Taboo,Malaysia,5,1
Taboo,Mexico,8,1
Taboo,Netherlands,6.75,4
Taboo,New Zealand,5.5,2
Taboo,Norway,6,3
Taboo,Paraguay,6,1
Taboo,Peru,6,1
Taboo,Philippines,5.5,2
Taboo,Poland,7.13,28
Taboo,Portugal,6.76,4
Taboo,Qatar,7.4,1
Taboo,Russia,6.5,2
Taboo,Slovenia,7,1
Taboo,South Africa,6,1
Taboo,South Korea,10,1
Taboo,Spain,6.08,32
Taboo,Sweden,7.8,5
Taboo,Switzerland,7.5,5
Taboo,Turkey,7,1
Taboo,USA,6.45,606
Taboo,Venezuela,8,1
Takenoko,Argentina,7.93,15
Takenoko,Australia,7.51,54
Takenoko,Austria,8,3
Takenoko,Belarus,4,1
Takenoko,Belgium,7.89,23
Takenoko,Brazil,8.12,47
Takenoko,Bulgaria,8,4
Takenoko,Canada,7.8,154
Takenoko,Chile,7.37,10
Takenoko,China,7.46,15
Takenoko,Colombia,9,2
Takenoko,Croatia,7.73,3
Takenoko,Czech Republic,7.22,9
Takenoko,Denmark,7.64,8
Takenoko,England,7.69,11
Takenoko,Estonia,7.5,2
Takenoko,Finland,7.37,7
Takenoko,France,7.18,23
Takenoko,Germany,7.69,54
Takenoko,Greece,7.9,20
Takenoko,Guatemala,8,1
Takenoko,Hungary,8.06,17
Takenoko,Iceland,7,1
Takenoko,India,8.17,3
Takenoko,Indonesia,8,3
Takenoko,Ireland,7.88,8
Takenoko,Israel,7.42,9
Takenoko,Italy,7.5,31
Takenoko,Japan,6.31,11
Takenoko,Latvia,7.5,3
Takenoko,Lithuania,8.88,8
Takenoko,Luxembourg,8,1
Takenoko,Macedonia,8.33,3
Takenoko,Malaysia,8.3,5
Takenoko,Mexico,7.59,9
Takenoko,Moldova,10,1
Takenoko,Netherlands,7.28,17
Takenoko,New Zealand,7.42,11
Takenoko,Norway,6.74,7
Takenoko,Peru,9,2
Takenoko,Philippines,8.7,5
Takenoko,Poland,7.7,50
Takenoko,Portugal,8.27,14
Takenoko,Qatar,6.8,1
Takenoko,Romania,7.73,7
Takenoko,Russia,8.33,6
Takenoko,Republic of Serbia,6.83,3
Takenoko,Slovakia,8.07,3
Takenoko,Slovenia,9,1
Takenoko,South Africa,8.6,5
Takenoko,South Korea,6.75,10
Takenoko,Spain,7.91,67
Takenoko,Sweden,7.08,23
Takenoko,Switzerland,7.6,5
Takenoko,Taiwan,7.75,8
Takenoko,Thailand,7.31,9
Takenoko,Uganda,6,1
Takenoko,Ukraine,8.63,3
Takenoko,USA,7.61,655
Takenoko,Uruguay,8.5,2
Takenoko,Vietnam,7.1,2
Terra Mystica,Argentina,8.39,7
Terra Mystica,Australia,8.29,45
Terra Mystica,Austria,8.5,5
Terra Mystica,Azerbaijan,8,1
Terra Mystica,Belarus,9,1
Terra Mystica,Belgium,8.42,26
Terra Mystica,Brazil,9.2,60
Terra Mystica,Bulgaria,7,2
Terra Mystica,Canada,8.44,150
Terra Mystica,Chile,7.5,4
Terra Mystica,China,8.55,20
Terra Mystica,Colombia,9.64,5
Terra Mystica,Croatia,9.07,3
Terra Mystica,Czech Republic,9.19,8
Terra Mystica,Denmark,8.11,9
Terra Mystica,Ecuador,9,1
Terra Mystica,England,8.34,7
Terra Mystica,Estonia,8.6,1
Terra Mystica,Finland,8.57,13
Terra Mystica,France,8.63,24
Terra Mystica,Germany,8.68,124
Terra Mystica,Greece,8.86,16
Terra Mystica,Honduras,8.8,1
Terra Mystica,Hungary,8.36,7
Terra Mystica,Iceland,8,1
Terra Mystica,India,8.25,2
Terra Mystica,Indonesia,10,1
Terra Mystica,Ireland,8,6
Terra Mystica,Israel,8.34,9
Terra Mystica,Italy,8.62,48
Terra Mystica,Japan,8.05,22
Terra Mystica,Latvia,8.63,4
Terra Mystica,Lebanon,9,1
Terra Mystica,Lithuania,9.13,8
Terra Mystica,Malaysia,9,3
Terra Mystica,Mexico,8.88,8
Terra Mystica,Netherlands,8.33,32
Terra Mystica,New Zealand,8.18,10
Terra Mystica,Norway,8.69,10
Terra Mystica,Philippines,7.5,6
Terra Mystica,Poland,8.47,59
Terra Mystica,Portugal,7.99,10
Terra Mystica,Qatar,7.2,1
Terra Mystica,Romania,8.5,6
Terra Mystica,Russia,7.94,12
Terra Mystica,Republic of Serbia,9.23,4
Terra Mystica,Slovakia,9.6,2
Terra Mystica,Slovenia,9.5,2
Terra Mystica,South Africa,9,2
Terra Mystica,South Korea,8.48,16
Terra Mystica,Spain,8.42,66
Terra Mystica,Sweden,8,23
Terra Mystica,Switzerland,7.35,8
Terra Mystica,Taiwan,9.05,19
Terra Mystica,Thailand,8.64,7
Terra Mystica,Turkey,8.5,1
Terra Mystica,Ukraine,7.71,7
Terra Mystica,USA,8.23,642
Terra Mystica,Venezuela,8,2
Terra Mystica,Vietnam,7.5,2
Terraforming Mars,Argentina,8.83,7
Terraforming Mars,Australia,8.06,36
Terraforming Mars,Austria,8.5,6
Terraforming Mars,Belarus,10,1
Terraforming Mars,Belgium,8.36,22
Terraforming Mars,Bolivia,5.25,2
Terraforming Mars,Brazil,8.97,39
Terraforming Mars,Bulgaria,9,3
Terraforming Mars,Canada,8.66,123
Terraforming Mars,Chile,8.48,8
Terraforming Mars,China,8.85,10
Terraforming Mars,Colombia,8.71,7
Terraforming Mars,Croatia,8.8,2
Terraforming Mars,Czech Republic,8.95,10
Terraforming Mars,Denmark,8.58,8
Terraforming Mars,England,8.13,8
Terraforming Mars,Estonia,9.53,3
Terraforming Mars,Finland,8.05,15
Terraforming Mars,France,8.87,21
Terraforming Mars,Germany,8.64,108
Terraforming Mars,Greece,8.96,15
Terraforming Mars,Guatemala,10,1
Terraforming Mars,Hungary,8.87,15
Terraforming Mars,Iceland,8.5,2
Terraforming Mars,India,9.25,2
Terraforming Mars,Indonesia,10,2
Terraforming Mars,Ireland,8.92,5
Terraforming Mars,Israel,8.95,7
Terraforming Mars,Italy,8.38,31
Terraforming Mars,Japan,8.88,16
Terraforming Mars,Latvia,9.1,3
Terraforming Mars,Lebanon,10,1
Terraforming Mars,Lithuania,8.43,7
Terraforming Mars,Luxembourg,6.67,3
Terraforming Mars,Malaysia,10,1
Terraforming Mars,Mexico,8.95,7
Terraforming Mars,Netherlands,8.21,25
Terraforming Mars,New Zealand,8.53,9
Terraforming Mars,Norway,7.92,10
Terraforming Mars,Paraguay,9,1
Terraforming Mars,Peru,8.5,2
Terraforming Mars,Philippines,8.4,5
Terraforming Mars,Poland,8.89,63
Terraforming Mars,Portugal,8.08,6
Terraforming Mars,Qatar,7.8,1
Terraforming Mars,Romania,8.74,6
Terraforming Mars,Russia,8.32,9
Terraforming Mars,Republic of Serbia,9.1,3
Terraforming Mars,Slovakia,9.85,2
Terraforming Mars,Slovenia,9,1
Terraforming Mars,South Africa,8,2
Terraforming Mars,South Korea,8.49,16
Terraforming Mars,Spain,8.81,95
Terraforming Mars,Sweden,7.82,22
Terraforming Mars,Switzerland,8.63,8
Terraforming Mars,Taiwan,8.24,5
Terraforming Mars,Thailand,8.7,6
Terraforming Mars,Ukraine,8.17,9
Terraforming Mars,USA,8.51,626
Terraforming Mars,Uruguay,9,1
Terraforming Mars,Venezuela,8,1
The Castles of Burgundy,Argentina,8.63,15
The Castles of Burgundy,Australia,8.26,55
The Castles of Burgundy,Austria,9.17,9
The Castles of Burgundy,Belarus,8,2
The Castles of Burgundy,Belgium,8.27,20
The Castles of Burgundy,Bolivia,9,1
The Castles of Burgundy,Brazil,8.68,46
The Castles of Burgundy,Bulgaria,9.6,5
The Castles of Burgundy,Canada,8.28,137
The Castles of Burgundy,Chile,8.44,5
The Castles of Burgundy,China,8.79,21
The Castles of Burgundy,Colombia,8.5,5
The Castles of Burgundy,Croatia,8.2,2
The Castles of Burgundy,Czech Republic,8.3,10
The Castles of Burgundy,Denmark,8.24,8
The Castles of Burgundy,Ecuador,9,1
The Castles of Burgundy,England,8.46,14
The Castles of Burgundy,Estonia,9.35,2
The Castles of Burgundy,Finland,7.95,11
The Castles of Burgundy,France,8.53,20
The Castles of Burgundy,Germany,8.27,109
The Castles of Burgundy,Greece,8.65,21
The Castles of Burgundy,Guatemala,8,2
The Castles of Burgundy,Honduras,8.1,1
The Castles of Burgundy,Hungary,8.29,7
The Castles of Burgundy,Iceland,9.5,2
The Castles of Burgundy,India,8.83,3
The Castles of Burgundy,Indonesia,9,1
The Castles of Burgundy,Iran,9,1
The Castles of Burgundy,Ireland,8.58,6
The Castles of Burgundy,Israel,8.85,12
The Castles of Burgundy,Italy,8.23,41
The Castles of Burgundy,Japan,7.55,23
The Castles of Burgundy,Kenya,8,1
The Castles of Burgundy,Latvia,8.81,4
The Castles of Burgundy,Lithuania,6.83,6
The Castles of Burgundy,Luxembourg,6.83,3
The Castles of Burgundy,Malaysia,8.83,3
The Castles of Burgundy,Mexico,9.24,7
The Castles of Burgundy,Netherlands,8.15,20
The Castles of Burgundy,New Zealand,8.01,12
The Castles of Burgundy,Norway,8.49,11
The Castles of Burgundy,Peru,7,1
The Castles of Burgundy,Philippines,8.08,6
The Castles of Burgundy,Poland,8.73,65
The Castles of Burgundy,Portugal,8.42,10
The Castles of Burgundy,Qatar,9,1
The Castles of Burgundy,Romania,8.99,12
The Castles of Burgundy,Russia,9.02,13
The Castles of Burgundy,Republic of Serbia,9.5,2
The Castles of Burgundy,Slovakia,6.5,2
The Castles of Burgundy,Slovenia,8,1
The Castles of Burgundy,South Africa,8.5,4
The Castles of Burgundy,South Korea,8.35,23
The Castles of Burgundy,Spain,8.59,97
The Castles of Burgundy,Sweden,7.86,20
The Castles of Burgundy,Switzerland,7.45,10
The Castles of Burgundy,Taiwan,8.7,22
The Castles of Burgundy,Thailand,9.13,4
The Castles of Burgundy,Ukraine,9.5,5
The Castles of Burgundy,USA,8.38,931
The Castles of Burgundy,Venezuela,9.5,2
The Castles of Burgundy,Vietnam,10,2
The Pillars of the Earth,Argentina,7.58,6
The Pillars of the Earth,Australia,7.43,26
The Pillars of the Earth,Austria,7.85,13
The Pillars of the Earth,Belgium,7.92,45
The Pillars of the Earth,Bolivia,9,1
The Pillars of the Earth,Brazil,8.04,14
The Pillars of the Earth,Canada,7.77,113
The Pillars of the Earth,Chile,8.21,13
The Pillars of the Earth,China,8.78,4
The Pillars of the Earth,Colombia,8,4
The Pillars of the Earth,Croatia,7.5,2
The Pillars of the Earth,Czech Republic,7.29,17
The Pillars of the Earth,Denmark,7,8
The Pillars of the Earth,England,8,6
The Pillars of the Earth,Estonia,7,1
The Pillars of the Earth,Finland,6.78,19
The Pillars of the Earth,France,7.14,21
The Pillars of the Earth,Germany,7.86,150
The Pillars of the Earth,Greece,7.52,27
The Pillars of the Earth,Guatemala,10,1
The Pillars of the Earth,Hungary,8.75,8
The Pillars of the Earth,Iceland,8,1
The Pillars of the Earth,India,8,1
The Pillars of the Earth,Indonesia,7.5,1
The Pillars of the Earth,Ireland,8.56,4
The Pillars of the Earth,Israel,7.8,5
The Pillars of the Earth,Italy,7.42,41
The Pillars of the Earth,Japan,6.79,12
The Pillars of the Earth,Latvia,8.25,1
The Pillars of the Earth,Lithuania,6.3,3
The Pillars of the Earth,Luxembourg,9.5,2
The Pillars of the Earth,Malaysia,4.25,2
The Pillars of the Earth,Mexico,8.21,7
The Pillars of the Earth,Netherlands,7.54,27
The Pillars of the Earth,New Zealand,7.03,13
The Pillars of the Earth,Norway,8.08,13
The Pillars of the Earth,Peru,8.5,3
The Pillars of the Earth,Philippines,6,3
The Pillars of the Earth,Poland,7.59,55
The Pillars of the Earth,Portugal,7.06,8
The Pillars of the Earth,Romania,8.94,8
The Pillars of the Earth,Republic of Serbia,8.5,4
The Pillars of the Earth,Slovakia,7,1
The Pillars of the Earth,Slovenia,9,2
The Pillars of the Earth,South Africa,7.38,4
The Pillars of the Earth,South Korea,7.58,12
The Pillars of the Earth,Spain,7.57,96
The Pillars of the Earth,Sweden,7.6,21
The Pillars of the Earth,Switzerland,7.5,8
The Pillars of the Earth,Taiwan,7.95,6
The Pillars of the Earth,Thailand,7.5,2
The Pillars of the Earth,Trinidad and Tobago,9,1
The Pillars of the Earth,Ukraine,7,1
The Pillars of the Earth,USA,7.53,515
The Pillars of the Earth,Uruguay,9.2,1
The Pillars of the Earth,Venezuela,7.5,2
The Princes of Florence,Argentina,7.6,5
The Princes of Florence,Australia,7.48,36
The Princes of Florence,Austria,8.42,12
The Princes of Florence,Belgium,8.31,29
The Princes of Florence,Brazil,8.4,23
The Princes of Florence,Canada,7.95,151
The Princes of Florence,Chile,7.67,6
The Princes of Florence,China,8.07,12
The Princes of Florence,Colombia,8,2
The Princes of Florence,Croatia,8.7,6
The Princes of Florence,Czech Republic,7.5,2
The Princes of Florence,Denmark,7,6
The Princes of Florence,England,7.33,9
The Princes of Florence,Estonia,9,3
The Princes of Florence,Finland,7.85,28
The Princes of Florence,France,8.63,28
The Princes of Florence,Germany,8.24,101
The Princes of Florence,Greece,8.39,18
The Princes of Florence,Guatemala,9,1
The Princes of Florence,Hungary,8.89,9
The Princes of Florence,Iceland,8,1
The Princes of Florence,India,10,1
The Princes of Florence,Indonesia,7,1
The Princes of Florence,Iran,8,1
The Princes of Florence,Ireland,8.88,4
The Princes of Florence,Israel,8.57,7
The Princes of Florence,Italy,8.15,46
The Princes of Florence,Japan,6.3,10
The Princes of Florence,Lithuania,7.33,3
The Princes of Florence,Malaysia,5.93,3
The Princes of Florence,Mexico,8.38,4
The Princes of Florence,Moldova,7,1
The Princes of Florence,Netherlands,8.03,31
The Princes of Florence,New Zealand,7.69,16
The Princes of Florence,Norway,7.76,10
The Princes of Florence,Peru,8.25,2
The Princes of Florence,Philippines,5,3
The Princes of Florence,Poland,7.3,40
The Princes of Florence,Portugal,7.86,7
The Princes of Florence,Qatar,7.6,1
The Princes of Florence,Romania,8.9,2
The Princes of Florence,Russia,7.5,2
The Princes of Florence,Republic of Serbia,7,1
The Princes of Florence,Slovakia,4,1
The Princes of Florence,Slovenia,10,2
The Princes of Florence,South Africa,8.67,3
The Princes of Florence,South Korea,8.67,32
The Princes of Florence,Spain,7.95,64
The Princes of Florence,Sweden,7.68,20
The Princes of Florence,Switzerland,8.67,6
The Princes of Florence,Taiwan,7.82,20
The Princes of Florence,Thailand,7.93,4
The Princes of Florence,USA,7.88,738
The Princes of Florence,Venezuela,8,3
The Princes of Florence,Vietnam,8,1
The Resistance,Argentina,8,13
The Resistance,Australia,7.81,71
The Resistance,Austria,7.75,4
The Resistance,Belarus,6.5,2
The Resistance,Belgium,7.53,21
The Resistance,Brazil,8.26,46
The Resistance,Bulgaria,7.33,6
The Resistance,Canada,7.82,182
