Group,Country,Value,Key
Liar's Dice,Portugal,6.82,5
Liar's Dice,Romania,7.5,4
Liar's Dice,Russia,6.4,5
Liar's Dice,Saudi Arabia,7.5,2
Liar's Dice,Republic of Serbia,6,2
Liar's Dice,Slovakia,6.5,1
Liar's Dice,South Africa,7,2
Liar's Dice,South Korea,7.43,15
Liar's Dice,Spain,7.21,22
Liar's Dice,Sweden,6.93,21
Liar's Dice,Switzerland,8.5,3
Liar's Dice,Taiwan,7.63,4
Liar's Dice,Thailand,5.5,3
Liar's Dice,USA,7.16,585
Liar's Dice,Vietnam,7,1
Lord of the Rings,Argentina,7,1
Lord of the Rings,Australia,6.72,37
Lord of the Rings,Austria,7.44,11
Lord of the Rings,Belgium,7.22,24
Lord of the Rings,Brazil,6.41,7
Lord of the Rings,Bulgaria,7,1
Lord of the Rings,Canada,7.36,82
Lord of the Rings,Chile,5.72,5
Lord of the Rings,Croatia,7.33,3
Lord of the Rings,Czech Republic,7.8,5
Lord of the Rings,Denmark,5.96,13
Lord of the Rings,England,6.81,10
Lord of the Rings,Estonia,8,1
Lord of the Rings,Finland,7.13,28
Lord of the Rings,France,7.52,13
Lord of the Rings,Germany,7.06,107
Lord of the Rings,Greece,7.48,16
Lord of the Rings,Hungary,6.57,10
Lord of the Rings,Iceland,7,1
Lord of the Rings,Ireland,6.82,6
Lord of the Rings,Italy,6.75,31
Lord of the Rings,Japan,6.05,18
Lord of the Rings,Luxembourg,7,1
Lord of the Rings,Malaysia,8,1
Lord of the Rings,Mexico,8.25,4
Lord of the Rings,Netherlands,6.77,37
Lord of the Rings,New Zealand,6.96,11
Lord of the Rings,Norway,6.4,15
Lord of the Rings,Peru,7,1
Lord of the Rings,Philippines,10,1
Lord of the Rings,Poland,7.14,11
Lord of the Rings,Portugal,6.8,5
Lord of the Rings,Romania,7,1
Lord of the Rings,Russia,6,1
Lord of the Rings,Republic of Serbia,6,1
Lord of the Rings,Slovenia,7.2,5
Lord of the Rings,South Africa,9.33,3
Lord of the Rings,South Korea,7.29,12
Lord of the Rings,Spain,6.92,51
Lord of the Rings,Sweden,6.52,35
Lord of the Rings,Switzerland,7.14,7
Lord of the Rings,Taiwan,8,1
Lord of the Rings,Trinidad and Tobago,8,1
Lord of the Rings,Ukraine,3,1
Lord of the Rings,USA,7.21,733
Lord of the Rings,Venezuela,7,1
Lords of Waterdeep,Argentina,8.35,12
Lords of Waterdeep,Australia,7.74,69
Lords of Waterdeep,Austria,8.4,5
Lords of Waterdeep,Belgium,8.38,10
Lords of Waterdeep,Brazil,8.62,53
Lords of Waterdeep,Bulgaria,7.9,5
Lords of Waterdeep,Canada,8.28,192
Lords of Waterdeep,Chile,8.46,11
Lords of Waterdeep,China,7.7,10
Lords of Waterdeep,Colombia,8.44,4
Lords of Waterdeep,Croatia,8.3,5
Lords of Waterdeep,Czech Republic,6.86,7
Lords of Waterdeep,Denmark,8.28,9
Lords of Waterdeep,England,8,9
Lords of Waterdeep,Estonia,9.03,3
Lords of Waterdeep,Finland,7.78,11
Lords of Waterdeep,France,9,4
Lords of Waterdeep,Germany,7.82,46
Lords of Waterdeep,Greece,8.73,19
Lords of Waterdeep,Guatemala,9,1
Lords of Waterdeep,Hungary,6.38,4
Lords of Waterdeep,Iceland,8.33,3
Lords of Waterdeep,India,8.08,5
Lords of Waterdeep,Indonesia,6.5,1
Lords of Waterdeep,Ireland,9.09,11
Lords of Waterdeep,Israel,7.74,11
Lords of Waterdeep,Italy,8.06,30
Lords of Waterdeep,Japan,6.5,5
Lords of Waterdeep,Latvia,7.89,7
Lords of Waterdeep,Lebanon,9,1
Lords of Waterdeep,Lithuania,7.6,5
Lords of Waterdeep,Luxembourg,7.5,2
Lords of Waterdeep,Macedonia,8.5,2
Lords of Waterdeep,Malaysia,8.75,2
Lords of Waterdeep,Mexico,8.53,10
Lords of Waterdeep,Netherlands,8.31,21
Lords of Waterdeep,New Zealand,7,10
Lords of Waterdeep,Norway,7.97,11
Lords of Waterdeep,Peru,8.17,3
Lords of Waterdeep,Philippines,8.44,9
Lords of Waterdeep,Poland,8.21,26
Lords of Waterdeep,Portugal,8.17,12
Lords of Waterdeep,Qatar,7.7,2
Lords of Waterdeep,Romania,8.6,5
Lords of Waterdeep,Russia,7.25,9
Lords of Waterdeep,Republic of Serbia,8.75,4
Lords of Waterdeep,Slovakia,9.5,1
Lords of Waterdeep,Slovenia,8.75,4
Lords of Waterdeep,South Africa,8.67,3
Lords of Waterdeep,South Korea,8.39,16
Lords of Waterdeep,Spain,7.9,58
Lords of Waterdeep,Sweden,8.17,29
Lords of Waterdeep,Switzerland,8.07,7
Lords of Waterdeep,Taiwan,8.32,14
Lords of Waterdeep,Thailand,8,5
Lords of Waterdeep,Turkey,8.5,1
Lords of Waterdeep,Ukraine,8,2
Lords of Waterdeep,USA,8.17,1133
Lords of Waterdeep,Uruguay,9,1
Lords of Waterdeep,Venezuela,10,2
Lords of Waterdeep,Vietnam,6.75,3
Lost Cities,Argentina,7.41,11
Lost Cities,Australia,7.74,66
Lost Cities,Austria,6.94,18
Lost Cities,Belarus,7,1
Lost Cities,Belgium,7.35,36
Lost Cities,Brazil,7.47,41
Lost Cities,Brunei,8,1
Lost Cities,Bulgaria,8,2
Lost Cities,Canada,7.47,230
Lost Cities,Chile,7.23,6
Lost Cities,China,7.52,17
Lost Cities,Colombia,7.5,2
Lost Cities,Costa Rica,8,1
Lost Cities,Croatia,7.25,4
Lost Cities,Czech Republic,6.39,14
Lost Cities,Denmark,7.15,19
Lost Cities,England,7.86,11
Lost Cities,Estonia,7.25,4
Lost Cities,Finland,7.31,36
Lost Cities,France,7.53,27
Lost Cities,Germany,7.56,135
Lost Cities,Greece,7.88,37
Lost Cities,Guatemala,9,1
Lost Cities,Hungary,7.72,14
Lost Cities,Iceland,7,1
Lost Cities,India,8.25,4
Lost Cities,Indonesia,6.6,3
Lost Cities,Iran,10,1
Lost Cities,Ireland,7.53,9
Lost Cities,Israel,7.21,7
Lost Cities,Italy,7.35,43
Lost Cities,Japan,7.2,28
Lost Cities,Latvia,7.6,5
Lost Cities,Lithuania,6.3,5
Lost Cities,Luxembourg,7.88,4
Lost Cities,Malaysia,7.7,5
Lost Cities,Mexico,8.1,8
Lost Cities,Moldova,8,1
Lost Cities,Netherlands,7.45,42
Lost Cities,New Zealand,7.55,21
Lost Cities,Norway,7.83,20
Lost Cities,Philippines,6.25,4
Lost Cities,Poland,7.33,68
Lost Cities,Portugal,7.51,18
Lost Cities,Qatar,7,1
Lost Cities,Romania,8.5,3
Lost Cities,Russia,7.18,18
Lost Cities,Saudi Arabia,9,1
Lost Cities,Republic of Serbia,6,7
Lost Cities,Slovenia,8.14,7
Lost Cities,South Africa,8.6,5
Lost Cities,South Korea,7.35,30
Lost Cities,Spain,7.39,109
Lost Cities,Sweden,7.33,38
Lost Cities,Switzerland,7.75,6
Lost Cities,Taiwan,7.3,26
Lost Cities,Thailand,8,4
Lost Cities,Turkey,7,1
Lost Cities,Uganda,6,1
Lost Cities,Ukraine,8.3,5
Lost Cities,USA,7.59,1623
Lost Cities,Uruguay,7,1
Lost Cities,Venezuela,7,2
Lost Cities,Vietnam,7.25,2
Love Letter,Albania,7,1
Love Letter,Argentina,7.69,16
Love Letter,Australia,7.64,84
Love Letter,Austria,7.73,11
Love Letter,Belarus,6.5,2
Love Letter,Belgium,7.69,28
Love Letter,Brazil,7.6,49
Love Letter,Brunei,9,1
Love Letter,Bulgaria,7.5,7
Love Letter,Canada,7.73,227
Love Letter,Chile,7.46,14
Love Letter,China,7.88,19
Love Letter,Colombia,7.57,7
Love Letter,Croatia,7.5,5
Love Letter,Czech Republic,7.88,8
Love Letter,Denmark,7.64,14
Love Letter,England,7.54,9
Love Letter,Estonia,7.37,3
Love Letter,Finland,7.94,21
Love Letter,France,7.8,24
Love Letter,Germany,7.89,113
Love Letter,Greece,7.49,29
Love Letter,Guatemala,7.25,2
Love Letter,Hungary,8,10
Love Letter,Iceland,7.17,3
Love Letter,India,7.14,7
Love Letter,Indonesia,9,1
Love Letter,Ireland,8.05,11
Love Letter,Israel,7.14,10
Love Letter,Italy,7.16,20
Love Letter,Japan,7.48,39
Love Letter,Latvia,8.06,8
Love Letter,Lithuania,6.85,10
Love Letter,Luxembourg,8.5,2
Love Letter,Macedonia,8.5,2
Love Letter,Malaysia,7.5,3
Love Letter,Mexico,8.09,16
Love Letter,Moldova,8.83,3
Love Letter,Netherlands,7.35,34
Love Letter,New Zealand,7.19,19
Love Letter,Norway,6.83,12
Love Letter,Peru,7.5,2
Love Letter,Philippines,7.2,5
Love Letter,Poland,7.56,67
Love Letter,Portugal,7.53,19
Love Letter,Qatar,8.3,2
Love Letter,Romania,7.71,7
Love Letter,Russia,7.77,13
Love Letter,Saudi Arabia,7,2
Love Letter,Republic of Serbia,6.86,7
Love Letter,Slovakia,7.47,3
Love Letter,Slovenia,7.67,3
Love Letter,South Africa,7.64,7
Love Letter,South Korea,7.51,23
Love Letter,Spain,7.37,110
Love Letter,Sweden,7.69,33
Love Letter,Switzerland,7.5,13
Love Letter,Taiwan,8.3,22
Love Letter,Thailand,8.36,11
Love Letter,Turkey,7.33,3
Love Letter,Uganda,7,1
Love Letter,Ukraine,8.37,6
Love Letter,USA,7.71,1200
Love Letter,Venezuela,7.5,2
Love Letter,Vietnam,7,2
Machi Koro,Albania,8,1
Machi Koro,Argentina,7.56,7
Machi Koro,Australia,7.43,40
Machi Koro,Austria,7.25,8
Machi Koro,Belarus,9,1
Machi Koro,Belgium,6.82,17
Machi Koro,Brazil,8.41,9
Machi Koro,Canada,7.22,111
Machi Koro,Chile,6.1,4
Machi Koro,China,7.96,5
Machi Koro,Colombia,8.33,3
Machi Koro,Costa Rica,10,1
Machi Koro,Croatia,6.4,3
Machi Koro,Czech Republic,6.6,5
Machi Koro,Denmark,7.38,4
Machi Koro,England,8.05,4
Machi Koro,Finland,7,3
Machi Koro,France,7.62,16
Machi Koro,Germany,7.16,98
Machi Koro,Greece,7.84,8
Machi Koro,Hungary,6.5,2
Machi Koro,Iceland,7,1
Machi Koro,India,8.5,1
Machi Koro,Indonesia,8,1
Machi Koro,Ireland,7,4
Machi Koro,Israel,7.25,4
Machi Koro,Italy,7.29,14
Machi Koro,Japan,6.59,20
Machi Koro,Latvia,8.38,4
Machi Koro,Lithuania,9,1
Machi Koro,Luxembourg,8,1
Machi Koro,Malaysia,7.5,2
Machi Koro,Mexico,7.92,6
Machi Koro,Netherlands,7.48,31
Machi Koro,New Zealand,7,4
Machi Koro,Norway,5.33,3
Machi Koro,Peru,7,1
Machi Koro,Philippines,8.13,4
Machi Koro,Poland,7.31,16
Machi Koro,Qatar,7.4,1
Machi Koro,Romania,8.8,1
Machi Koro,Russia,7.23,10
Machi Koro,Saudi Arabia,8,1
Machi Koro,Republic of Serbia,8,1
Machi Koro,Slovakia,8,1
Machi Koro,Slovenia,9,1
Machi Koro,South Africa,6.75,4
Machi Koro,South Korea,7.54,14
Machi Koro,Spain,7.05,53
Machi Koro,Sweden,7.26,17
Machi Koro,Switzerland,7.75,6
Machi Koro,Taiwan,8.19,6
Machi Koro,Thailand,7.6,5
Machi Koro,Turkey,7.5,2
Machi Koro,Uganda,6,1
Machi Koro,Ukraine,7.5,4
Machi Koro,USA,7.09,608
Machi Koro,Uruguay,7.5,1
Machi Koro,Venezuela,7.5,2
Machi Koro,Vietnam,7,1
Magic: The Gathering,Argentina,8.05,11
Magic: The Gathering,Australia,7.51,46
Magic: The Gathering,Austria,7.88,8
Magic: The Gathering,Belarus,6,1
Magic: The Gathering,Belgium,8.08,32
Magic: The Gathering,Bolivia,9,1
Magic: The Gathering,Brazil,7.9,40
Magic: The Gathering,Bulgaria,8.5,2
Magic: The Gathering,Canada,7.69,189
Magic: The Gathering,Chile,6.96,13
Magic: The Gathering,China,8.85,13
Magic: The Gathering,Colombia,8.88,4
Magic: The Gathering,Costa Rica,9,1
Magic: The Gathering,Croatia,8.75,4
Magic: The Gathering,Czech Republic,6.59,11
Magic: The Gathering,Denmark,6.54,13
Magic: The Gathering,England,7.14,7
Magic: The Gathering,Estonia,7,3
Magic: The Gathering,Finland,7.7,31
Magic: The Gathering,France,7.94,17
Magic: The Gathering,Germany,7.74,82
Magic: The Gathering,Greece,8,26
Magic: The Gathering,Hungary,6.67,3
Magic: The Gathering,Iceland,7,1
Magic: The Gathering,Indonesia,9.67,3
Magic: The Gathering,Ireland,7.5,6
Magic: The Gathering,Israel,8.75,4
Magic: The Gathering,Italy,8.11,53
Magic: The Gathering,Japan,6.85,13
Magic: The Gathering,Latvia,7.17,6
Magic: The Gathering,Lebanon,10,1
Magic: The Gathering,Lithuania,7.25,4
Magic: The Gathering,Luxembourg,8.5,2
Magic: The Gathering,Macedonia,8,2
Magic: The Gathering,Malaysia,8.75,2
Magic: The Gathering,Mexico,8.29,7
Magic: The Gathering,Moldova,8,1
Magic: The Gathering,Netherlands,7.45,25
Magic: The Gathering,New Zealand,5.71,9
Magic: The Gathering,Norway,8.25,14
Magic: The Gathering,Peru,8.5,2
Magic: The Gathering,Philippines,9.5,2
Magic: The Gathering,Poland,7.84,48
Magic: The Gathering,Portugal,7.91,20
Magic: The Gathering,Qatar,8.5,2
Magic: The Gathering,Romania,8.5,8
Magic: The Gathering,Russia,7.75,16
Magic: The Gathering,Republic of Serbia,7.63,4
Magic: The Gathering,Slovenia,8.33,3
Magic: The Gathering,South Africa,7,5
Magic: The Gathering,South Korea,7.65,13
Magic: The Gathering,Spain,7.71,112
Magic: The Gathering,Sweden,7.12,37
Magic: The Gathering,Switzerland,8.86,7
Magic: The Gathering,Taiwan,8.63,12
Magic: The Gathering,Thailand,9,5
Magic: The Gathering,Turkey,9,1
Magic: The Gathering,Uganda,9.5,1
Magic: The Gathering,Ukraine,4.45,2
Magic: The Gathering,USA,7.73,1144
Magic: The Gathering,Uruguay,8.5,1
Magic: The Gathering,Venezuela,9.5,2
Memoir '44,Argentina,5.88,4
Memoir '44,Australia,7.85,44
Memoir '44,Austria,8.33,3
Memoir '44,Belarus,7.5,2
Memoir '44,Belgium,8.05,31
Memoir '44,Brazil,8.35,23
Memoir '44,Brunei,8,1
Memoir '44,Bulgaria,8.5,2
Memoir '44,Canada,7.85,172
Memoir '44,Chile,7,1
Memoir '44,China,7.74,9
Memoir '44,Colombia,8.5,1
Memoir '44,Croatia,9.4,5
Memoir '44,Czech Republic,7.4,10
Memoir '44,Denmark,8.61,15
Memoir '44,England,8,8
Memoir '44,Estonia,8.7,2
Memoir '44,Finland,7.56,24
Memoir '44,France,7.36,13
Memoir '44,Germany,7.55,54
Memoir '44,Greece,8.2,14
Memoir '44,Hungary,7.75,6
Memoir '44,Iceland,9,2
Memoir '44,India,7.88,4
Memoir '44,Indonesia,8.67,3
Memoir '44,Ireland,8.83,6
Memoir '44,Israel,8.75,4
Memoir '44,Italy,7.76,39
Memoir '44,Japan,5.88,8
Memoir '44,Latvia,8.33,3
Memoir '44,Lithuania,8.71,7
Memoir '44,Luxembourg,7.75,2
Memoir '44,Malaysia,7.68,8
Memoir '44,Mexico,8,1
Memoir '44,Netherlands,8.14,27
Memoir '44,New Zealand,7.54,12
Memoir '44,Norway,8.17,19
Memoir '44,Peru,8,1
Memoir '44,Philippines,6.67,3
Memoir '44,Poland,7.82,26
Memoir '44,Portugal,7.63,13
Memoir '44,Qatar,8.6,2
Memoir '44,Romania,9,7
Memoir '44,Russia,7.69,13
Memoir '44,Saudi Arabia,8,1
Memoir '44,Republic of Serbia,8.67,3
Memoir '44,Slovenia,9,3
Memoir '44,South Africa,7.85,10
Memoir '44,South Korea,6.95,10
Memoir '44,Spain,8.12,66
Memoir '44,Sweden,7.53,28
Memoir '44,Switzerland,8.07,7
Memoir '44,Taiwan,8.65,13
Memoir '44,Thailand,6.93,4
Memoir '44,Turkey,8.5,2
Memoir '44,Ukraine,8.5,4
Memoir '44,USA,7.81,988
Modern Art,Argentina,6.63,4
Modern Art,Australia,7.43,38
Modern Art,Austria,7.6,10
Modern Art,Belgium,8.04,14
Modern Art,Brazil,8.06,38
Modern Art,Canada,7.64,109
Modern Art,Chile,6.8,1
Modern Art,China,7.64,26
Modern Art,Colombia,9,2
Modern Art,Czech Republic,6.5,3
Modern Art,Denmark,7.25,4
Modern Art,Ecuador,8,1
Modern Art,England,7.25,5
Modern Art,Estonia,7.9,5
Modern Art,Finland,7.58,44
Modern Art,France,7.81,20
Modern Art,Germany,7.44,75
Modern Art,Greece,7.71,22
Modern Art,Hungary,7.43,7
Modern Art,India,7.75,2
Modern Art,Indonesia,7,3
Modern Art,Ireland,6.95,4
Modern Art,Israel,8.4,5
Modern Art,Italy,7.46,33
Modern Art,Japan,8.02,40
Modern Art,Latvia,7.25,2
Modern Art,Lithuania,6,2
Modern Art,Luxembourg,6.25,2
Modern Art,Malaysia,7.2,5
Modern Art,Mexico,8.33,6
Modern Art,Moldova,7,1
Modern Art,Netherlands,7.64,18
Modern Art,New Zealand,7.85,10
Modern Art,Norway,7.9,15
Modern Art,Philippines,8.5,4
Modern Art,Poland,7.46,30
Modern Art,Portugal,7.97,11
Modern Art,Qatar,7.8,1
Modern Art,Russia,7,1
Modern Art,Saudi Arabia,9,1
Modern Art,Republic of Serbia,7.5,1
Modern Art,Slovakia,7,1
Modern Art,Slovenia,8.25,2
Modern Art,South Africa,7,1
Modern Art,South Korea,8.33,30
Modern Art,Spain,7.56,57
Modern Art,Sweden,7.36,18
Modern Art,Switzerland,7.42,6
Modern Art,Taiwan,7.92,31
Modern Art,Thailand,8,4
Modern Art,Ukraine,4,1
Modern Art,USA,7.61,729
Modern Art,Venezuela,9,1
Monopoly,Albania,1,1
Monopoly,Argentina,4.33,6
Monopoly,Australia,4.53,76
Monopoly,Austria,4,10
Monopoly,Belgium,5.29,30
Monopoly,Brazil,4.92,43
Monopoly,Bulgaria,6.2,5
Monopoly,Canada,4.94,218
Monopoly,Chile,5.67,6
Monopoly,China,5.78,9
Monopoly,Colombia,5,3
Monopoly,Costa Rica,6,1
Monopoly,Croatia,4.71,7
Monopoly,Czech Republic,4.88,4
Monopoly,Denmark,4.5,17
Monopoly,England,5.44,8
Monopoly,Estonia,5.56,8
Monopoly,Finland,4.65,40
Monopoly,France,3.79,15
Monopoly,Germany,4.59,107
Monopoly,Greece,6.06,27
Monopoly,Guatemala,1,1
Monopoly,Honduras,7,1
Monopoly,Hungary,5.18,11
Monopoly,Indonesia,5.5,2
Monopoly,Ireland,3.43,7
Monopoly,Israel,3.57,7
Monopoly,Italy,6,55
Monopoly,Japan,5.47,15
Monopoly,Latvia,5.67,3
Monopoly,Lithuania,4.33,6
Monopoly,Luxembourg,1,1
Monopoly,Macedonia,6.5,2
Monopoly,Malaysia,3.5,5
Monopoly,Mexico,5.62,11
Monopoly,Netherlands,5.51,59
Monopoly,New Zealand,4.56,16
Monopoly,Norway,4.47,17
Monopoly,Peru,4,2
Monopoly,Philippines,5.33,6
Monopoly,Poland,4.52,41
Monopoly,Portugal,5.58,21
Monopoly,Qatar,4.3,2
Monopoly,Romania,6.3,10
Monopoly,Russia,5.14,9
Monopoly,Saudi Arabia,7,1
Monopoly,Republic of Serbia,4.25,4
Monopoly,Slovenia,5.33,3
Monopoly,South Africa,5,6
Monopoly,South Korea,5.76,14
Monopoly,Spain,5.14,66
Monopoly,Sri Lanka,5,1
Monopoly,Sweden,4.54,49
Monopoly,Switzerland,4.75,4
Monopoly,Taiwan,6.9,5
Monopoly,Thailand,6.5,2
Monopoly,Turkey,6.5,2
Monopoly,Ukraine,6,2
Monopoly,USA,5.02,1302
Monopoly,Venezuela,8,1
Monopoly,Vietnam,3,1
Mr. Jack,Argentina,8,1
Mr. Jack,Australia,7.43,31
Mr. Jack,Austria,7.67,6
Mr. Jack,Belgium,7.52,25
Mr. Jack,Brazil,7.86,21
Mr. Jack,Bulgaria,8,2
Mr. Jack,Canada,7.4,90
Mr. Jack,Chile,7.5,3
Mr. Jack,China,7.63,22
Mr. Jack,Colombia,7.5,1
Mr. Jack,Croatia,7,1
Mr. Jack,Czech Republic,7.25,4
Mr. Jack,Denmark,6.5,6
Mr. Jack,England,7.29,7
Mr. Jack,Estonia,6.25,6
Mr. Jack,Finland,7.23,15
Mr. Jack,France,7.46,25
Mr. Jack,Germany,7.04,56
Mr. Jack,Greece,7.23,23
Mr. Jack,Hungary,7,5
Mr. Jack,India,7,1
Mr. Jack,Indonesia,7.63,4
Mr. Jack,Ireland,7.83,3
Mr. Jack,Israel,7.42,6
Mr. Jack,Italy,7.68,20
Mr. Jack,Japan,6.67,9
Mr. Jack,Latvia,6.04,5
Mr. Jack,Lithuania,5,4
Mr. Jack,Luxembourg,7.85,2
Mr. Jack,Malaysia,6.75,4
Mr. Jack,Mexico,9,2
Mr. Jack,Moldova,10,1
Mr. Jack,Netherlands,6.93,15
Mr. Jack,New Zealand,7.5,6
Mr. Jack,Norway,7.23,11
Mr. Jack,Philippines,4,1
Mr. Jack,Poland,7.34,26
Mr. Jack,Portugal,7.07,11
Mr. Jack,Qatar,5.2,1
Mr. Jack,Romania,8.13,8
Mr. Jack,Russia,7.09,11
Mr. Jack,Saudi Arabia,7,1
Mr. Jack,Republic of Serbia,8,1
Mr. Jack,Slovenia,8.5,1
Mr. Jack,South Korea,6.63,8
Mr. Jack,Spain,7.69,64
Mr. Jack,Sweden,7.05,14
Mr. Jack,Switzerland,8.13,4
Mr. Jack,Taiwan,7.73,15
Mr. Jack,Thailand,6.64,7
Mr. Jack,Turkey,8,2
Mr. Jack,Ukraine,8,1
Mr. Jack,USA,7.29,489
Munchkin,Argentina,7.25,14
Munchkin,Australia,6.33,70
Munchkin,Austria,5.82,11
Munchkin,Belarus,6.38,4
Munchkin,Belgium,6.88,25
Munchkin,Bolivia,7,1
Munchkin,Brazil,7.52,69
Munchkin,Bulgaria,6,4
Munchkin,Canada,6.69,254
Munchkin,Chile,7.33,10
Munchkin,China,6.5,10
Munchkin,Colombia,7.5,1
Munchkin,Costa Rica,8,1
Munchkin,Croatia,6.67,3
Munchkin,Czech Republic,7.67,3
Munchkin,Denmark,6.96,13
Munchkin,England,7,8
Munchkin,Estonia,6.33,3
Munchkin,Finland,5.5,28
Munchkin,France,6.14,20
Munchkin,Germany,6.95,133
Munchkin,Greece,6.89,46
Munchkin,Hungary,6.27,13
Munchkin,Indonesia,7,3
Munchkin,Ireland,7.38,8
Munchkin,Israel,5.96,16
Munchkin,Italy,6.29,51
Munchkin,Japan,4,4
Munchkin,Latvia,5.67,3
Munchkin,Lithuania,6.5,2
Munchkin,Malaysia,7.3,3
Munchkin,Mexico,8,11
Munchkin,Netherlands,6.32,42
Munchkin,New Zealand,6.31,8
Munchkin,Norway,5.68,11
Munchkin,Paraguay,6,1
Munchkin,Peru,8,1
Munchkin,Philippines,6.5,4
Munchkin,Poland,6.95,60
Munchkin,Portugal,7.63,8
Munchkin,Qatar,6,2
Munchkin,Romania,8.63,4
Munchkin,Russia,6.73,22
Munchkin,Republic of Serbia,7.17,3
Munchkin,Slovakia,8,2
Munchkin,Slovenia,6,1
Munchkin,South Africa,7.33,3
Munchkin,South Korea,5,3
Munchkin,Spain,6.1,131
Munchkin,Sweden,5.95,47
Munchkin,Switzerland,7.86,7
Munchkin,Taiwan,6.61,7
Munchkin,Thailand,7.75,2
Munchkin,Turkey,8.17,3
Munchkin,Ukraine,7.2,10
Munchkin,USA,6.48,1411
Munchkin,Uruguay,9,1
Mysterium,Argentina,8.33,6
Mysterium,Australia,7.51,30
Mysterium,Austria,7.14,7
Mysterium,Belgium,7.68,18
Mysterium,Brazil,7.68,20
Mysterium,Bulgaria,6.81,8
Mysterium,Canada,7.87,84
Mysterium,Chile,8.25,4
Mysterium,China,6.99,7
Mysterium,Colombia,8.33,3
Mysterium,Croatia,7.6,5
Mysterium,Czech Republic,7.25,4
Mysterium,Denmark,8.8,5
Mysterium,England,6.6,5
Mysterium,Finland,7.59,8
Mysterium,France,7.78,18
Mysterium,Germany,7.57,67
Mysterium,Greece,8.06,24
Mysterium,Hungary,5.5,2
Mysterium,India,7.5,2
Mysterium,Indonesia,9,1
Mysterium,Ireland,8.33,3
Mysterium,Israel,7.2,3
Mysterium,Italy,7.21,7
Mysterium,Japan,6.86,14
Mysterium,Latvia,8.5,2
Mysterium,Lithuania,6.75,4
Mysterium,Luxembourg,8.25,2
Mysterium,Macedonia,8,2
Mysterium,Malaysia,6,2
Mysterium,Mexico,8.17,9
Mysterium,Moldova,7,1
Mysterium,Netherlands,7.72,10
Mysterium,New Zealand,8,3
Mysterium,Norway,7,6
Mysterium,Peru,9,1
Mysterium,Philippines,6.67,3
Mysterium,Poland,8,3
Mysterium,Portugal,7.59,16
Mysterium,Qatar,5.4,1
Mysterium,Romania,8.46,9
Mysterium,Russia,5.5,2
Mysterium,Republic of Serbia,6.5,4
Mysterium,Slovenia,9,2
Mysterium,South Korea,7.6,4
Mysterium,Spain,7.59,68
Mysterium,Sweden,7.03,14
Mysterium,Switzerland,6.67,6
Mysterium,Taiwan,7.4,5
Mysterium,Thailand,6.75,4
Mysterium,Ukraine,8.9,1
Mysterium,USA,7.53,462
Mysterium,Venezuela,7.5,2
Mysterium,Vietnam,8.25,1
No Thanks!,Argentina,5.75,4
No Thanks!,Australia,7.32,57
No Thanks!,Austria,6.83,6
No Thanks!,Belarus,3,1
No Thanks!,Belgium,6.91,14
No Thanks!,Brazil,7.27,18
No Thanks!,Brunei,9,1
No Thanks!,Canada,7.27,129
No Thanks!,Chile,6.78,5
No Thanks!,China,6.75,4
No Thanks!,Colombia,7,2
No Thanks!,Czech Republic,6,3
No Thanks!,Denmark,6.29,7
No Thanks!,England,6.79,7
No Thanks!,Estonia,7,2
No Thanks!,Finland,7.25,16
No Thanks!,France,6.97,18
No Thanks!,Germany,7.39,53
No Thanks!,Greece,6.72,16
No Thanks!,Guatemala,8,1
No Thanks!,Hungary,6.71,7
No Thanks!,Iceland,7.5,1
No Thanks!,India,6.67,3
No Thanks!,Indonesia,8,1
No Thanks!,Ireland,7.13,4
No Thanks!,Israel,7.33,3
No Thanks!,Italy,7.52,18
No Thanks!,Japan,6.87,29
No Thanks!,Latvia,7.25,4
No Thanks!,Lithuania,8.6,5
No Thanks!,Luxembourg,8,1
No Thanks!,Malaysia,7.36,5
No Thanks!,Mexico,5.67,3
No Thanks!,Netherlands,7.15,17
No Thanks!,New Zealand,7.27,16
No Thanks!,Norway,7.5,10
No Thanks!,Philippines,7,4
No Thanks!,Poland,7.61,16
No Thanks!,Portugal,7.43,8
No Thanks!,Romania,6.5,2
No Thanks!,Russia,7.75,6
No Thanks!,Saudi Arabia,7,1
No Thanks!,Republic of Serbia,8.33,6
No Thanks!,Slovenia,7,1
No Thanks!,South Africa,7,3
No Thanks!,South Korea,7.19,15
No Thanks!,Spain,7.14,59
No Thanks!,Sweden,7.85,20
No Thanks!,Switzerland,6.9,5
No Thanks!,Taiwan,7.72,9
No Thanks!,Thailand,7.94,9
No Thanks!,Ukraine,10,1
No Thanks!,USA,7.36,687
No Thanks!,Vietnam,7,1
Notre Dame,Argentina,9,1
Notre Dame,Australia,7.54,25
Notre Dame,Austria,7.71,7
Notre Dame,Belarus,7,1
Notre Dame,Belgium,8.09,20
Notre Dame,Brazil,7.88,23
Notre Dame,Brunei,8,1
Notre Dame,Canada,7.6,65
Notre Dame,Chile,8.75,2
Notre Dame,China,8,12
Notre Dame,Colombia,8,1
Notre Dame,Czech Republic,7.95,10
Notre Dame,Denmark,9,2
Notre Dame,England,7.3,5
Notre Dame,Estonia,9,2
Notre Dame,Finland,8.38,16
Notre Dame,France,7.64,17
Notre Dame,Germany,7.82,90
Notre Dame,Greece,7.99,20
Notre Dame,Hungary,7.5,6
